network_id,size,v0,effort
13346,200,230.0,11.080136777311594
16163,200,230.0,11.173995247029666
5433,200,230.0,11.228477316806078
15574,200,230.0,11.24317535055954
19764,200,230.0,11.293792523428976
13734,200,230.0,11.433759409746983
8238,200,230.0,11.450567922449892
18949,200,230.0,11.456487038155274
13403,200,230.0,11.48640163044692
9166,200,230.0,11.598650023572361
