network_id,status,v0_stressed,effort_stressed
13346,ROBUST,230.0,11.027778352149511
16163,ROBUST,230.0,11.296340867132756
5433,ROBUST,230.0,11.296756031489991
13734,ROBUST,230.0,11.304128183121293
15574,ROBUST,230.0,11.335120577545496
13403,ROBUST,230.0,11.540224688795035
19764,ROBUST,230.0,11.633279662384751
8238,ROBUST,230.0,11.655031098273696
9709,ROBUST,230.0,11.717998820192577
9166,ROBUST,230.0,11.842375709421248
